:START_ID,:END_ID,weight:double,type
n26105,n14610,11.0761,FOLLOWS
n15246,n22902,81.0246,DEVELOPS
n5769,n28153,92.9911,BELONGS_TO
n7845,n26231,42.1329,FUNDED_BY
n22844,n20711,87.2131,BELONGS_TO
n3103,n28015,78.8344,FOLLOWS
n6078,n19306,1.5188,FUNDED_BY
n14470,n19306,37.2057,DEVELOPS
n17085,n4156,25.3551,BELONGS_TO
n16874,n25118,82.8393,FUNDED_BY
n25293,n9097,77.6625,BELONGS_TO
n17756,n8789,31.2578,FOLLOWS
n16814,n7470,44.3585,FOLLOWS
n19748,n19128,3.7616,FOLLOWS
n21594,n2140,79.6635,BELONGS_TO
n15640,n29612,32.4399,DEVELOPS
n5866,n20824,27.1381,BELONGS_TO
n22967,n27818,56.2222,BELONGS_TO
n1201,n11259,3.8604,DEVELOPS
n17343,n12256,30.8041,FUNDED_BY
n26396,n16044,33.2115,DEVELOPS
n611,n21982,28.2235,BELONGS_TO
n310,n6115,38.4582,DEVELOPS
n23009,n20609,7.2506,FOLLOWS
n27263,n6420,5.9333,FOLLOWS
n21659,n6310,31.9053,DEVELOPS
n2401,n28708,11.0123,FUNDED_BY
n7010,n5777,29.848,BELONGS_TO
n7154,n5012,77.8813,FOLLOWS
n5903,n19481,31.0975,DEVELOPS
n28140,n28882,95.5194,FOLLOWS
n181,n28410,65.0784,DEVELOPS
n21107,n7004,43.2412,BELONGS_TO
n24922,n17924,80.5463,DEVELOPS
n10683,n15039,99.4524,FOLLOWS
n25370,n17738,91.5893,BELONGS_TO
n9122,n22444,30.2,FOLLOWS
n26275,n14915,88.2923,DEVELOPS
n22941,n6254,38.1665,FOLLOWS
n22159,n26818,29.5305,DEVELOPS
n2488,n12562,78.1525,FUNDED_BY
n11845,n21262,58.449,DEVELOPS
n6161,n12186,50.1164,FOLLOWS
n27025,n17388,39.2027,BELONGS_TO
n27059,n12902,15.7203,FUNDED_BY
n644,n14215,40.3389,BELONGS_TO
n718,n2848,10.3224,BELONGS_TO
n13363,n9842,13.1105,FUNDED_BY
n9930,n26307,27.4833,FOLLOWS
n7265,n20492,80.0849,FOLLOWS
n3045,n21942,46.1575,DEVELOPS
n11422,n17481,67.179,FOLLOWS
n4083,n17657,4.948,BELONGS_TO
n25378,n6579,50.6867,DEVELOPS
n4875,n3494,27.8554,DEVELOPS
n25047,n18591,3.2176,FUNDED_BY
n603,n1493,58.9895,FOLLOWS
n295,n8548,92.8334,DEVELOPS
n2061,n22285,16.3221,FOLLOWS
n15812,n9769,61.3974,BELONGS_TO
n15787,n12268,28.4515,FUNDED_BY
n2322,n23883,10.8622,FUNDED_BY
n5879,n5549,20.6372,DEVELOPS
n25468,n19554,46.5572,FOLLOWS
n16984,n18556,29.1101,BELONGS_TO
n22650,n172,59.8271,FOLLOWS
n6028,n12858,50.7532,BELONGS_TO
n18253,n29303,67.4375,FOLLOWS
n14015,n15346,93.2212,BELONGS_TO
n2316,n22818,24.7413,BELONGS_TO
n8856,n2931,96.4338,DEVELOPS
n14538,n24291,22.5847,BELONGS_TO
n9715,n3367,1.3662,BELONGS_TO
n26922,n14758,44.6315,DEVELOPS
n8724,n25224,53.2635,DEVELOPS
n18151,n14570,89.0197,FUNDED_BY
n11883,n2656,20.1845,FOLLOWS
n14611,n11707,30.3382,FOLLOWS
n3934,n4942,74.1356,DEVELOPS
n224,n4845,24.1899,DEVELOPS
n21722,n796,31.2674,FUNDED_BY
n14895,n12852,3.7427,FUNDED_BY
n7849,n20051,53.9262,FOLLOWS
n17829,n25291,13.7775,FOLLOWS
n20123,n23138,65.0365,FOLLOWS
n7568,n12773,82.5655,DEVELOPS
n14015,n13243,73.409,FUNDED_BY
n16104,n1640,92.8766,FUNDED_BY
n15389,n14495,80.8378,DEVELOPS
n4448,n6291,60.8066,FUNDED_BY
n8175,n22386,36.5571,FUNDED_BY
n23804,n24592,35.0847,FOLLOWS
n9352,n9029,33.8726,FUNDED_BY
n907,n796,19.6277,FOLLOWS
n14491,n8458,75.7098,FOLLOWS
n19813,n839,49.6888,FOLLOWS
n15647,n27475,83.2154,BELONGS_TO
n22389,n28410,50.8774,FUNDED_BY
n6922,n12861,48.077,FUNDED_BY
n9062,n1729,97.3885,FOLLOWS
n23634,n25009,97.1347,FOLLOWS
n16274,n184,71.5743,FUNDED_BY
n473,n15265,94.3646,DEVELOPS
n28469,n3568,33.8649,DEVELOPS
n12880,n13337,84.5368,DEVELOPS
n20539,n18670,72.1178,BELONGS_TO
n6161,n29466,48.8292,BELONGS_TO
n4943,n839,90.5034,FUNDED_BY
n14915,n19140,4.9858,DEVELOPS
n20427,n13579,18.4131,FUNDED_BY
n15375,n27405,34.7176,BELONGS_TO
n12186,n3749,38.1092,FUNDED_BY
n29421,n15681,96.2903,DEVELOPS
n16350,n27708,58.9694,FOLLOWS
n660,n6432,48.0208,DEVELOPS
n4516,n21054,56.1422,DEVELOPS
n8622,n11840,36.8322,FUNDED_BY
n27665,n5477,78.8051,FOLLOWS
n26761,n16084,33.3636,BELONGS_TO
n5508,n25047,53.9014,FOLLOWS
n15538,n3798,37.7768,FUNDED_BY
n4590,n20869,3.256,FOLLOWS
n184,n3039,16.1914,FUNDED_BY
n7213,n9941,92.3463,BELONGS_TO
n19843,n7579,5.6466,DEVELOPS
n12390,n24640,6.6958,FOLLOWS
n28571,n10648,80.5253,BELONGS_TO
n18751,n20847,20.7525,BELONGS_TO
n8883,n3564,6.7985,DEVELOPS
n14282,n16810,19.5469,DEVELOPS
n22533,n9938,43.9556,BELONGS_TO
n17980,n17434,89.6359,DEVELOPS
n29787,n22389,75.1119,DEVELOPS
n11789,n16188,46.9819,FOLLOWS
n24554,n25672,88.5129,DEVELOPS
n8196,n9837,38.6843,FUNDED_BY
n12700,n6310,36.9696,BELONGS_TO
n14745,n22646,44.7592,DEVELOPS
n19965,n22864,67.8368,FOLLOWS
n20561,n7789,55.5746,BELONGS_TO
n6432,n10599,5.4059,FUNDED_BY
n21903,n26692,40.4614,DEVELOPS
n18218,n14159,27.8185,FOLLOWS
n2747,n22167,55.6536,FOLLOWS
n25351,n29578,12.5928,FUNDED_BY
n11089,n20996,92.4379,DEVELOPS
n3924,n10678,36.0385,FOLLOWS
n23322,n28854,35.0809,BELONGS_TO
n12256,n18272,74.3414,FUNDED_BY
n11489,n849,32.731,FUNDED_BY
n19222,n29723,45.3251,DEVELOPS
n23086,n14305,32.9878,DEVELOPS
n15585,n13542,29.5097,FUNDED_BY
n12698,n27273,87.8891,FOLLOWS
n4791,n15995,14.3261,BELONGS_TO
n566,n12247,9.2492,FUNDED_BY
n15091,n6812,49.178,BELONGS_TO
n26897,n2063,17.2369,DEVELOPS
n21282,n10951,70.5169,FUNDED_BY
n27679,n9776,49.6223,FOLLOWS
n7198,n16726,37.8471,BELONGS_TO
n26258,n17240,38.2946,DEVELOPS
n6895,n24042,53.5345,DEVELOPS
n8196,n1746,34.5932,DEVELOPS
n10454,n12079,87.6892,FUNDED_BY
n27300,n1803,93.2185,FOLLOWS
n2055,n15246,6.7135,DEVELOPS
n18874,n14226,12.3652,DEVELOPS
n16548,n7010,84.7646,FUNDED_BY
n11676,n15685,20.7472,FUNDED_BY
n14977,n8541,6.9291,FOLLOWS
n8548,n11983,84.3736,BELONGS_TO
n17980,n4875,88.4592,FUNDED_BY
n23949,n21080,84.7533,FOLLOWS
n18988,n11651,81.0729,FUNDED_BY
n21872,n9390,77.8253,BELONGS_TO
n16438,n7593,78.3269,DEVELOPS
n9343,n11973,33.8549,BELONGS_TO
n25159,n3085,45.973,BELONGS_TO
n22277,n29500,81.7481,FUNDED_BY
n8256,n24636,19.0055,FUNDED_BY
n12398,n3832,3.1175,BELONGS_TO
n3609,n51,2.9543,FUNDED_BY
n7601,n15703,83.2355,FOLLOWS
n28880,n2556,31.2718,DEVELOPS
n1644,n14234,18.6127,FUNDED_BY
n2214,n3404,31.1639,FOLLOWS
n12306,n21769,64.771,BELONGS_TO
n12593,n20769,99.7038,BELONGS_TO
n12874,n19043,93.1895,BELONGS_TO
n11143,n17733,19.6058,BELONGS_TO
n16513,n24716,57.5613,FUNDED_BY
n5221,n8262,90.2927,BELONGS_TO
n11431,n622,9.26,BELONGS_TO
n29466,n10455,37.9776,DEVELOPS
n5658,n13054,7.6889,BELONGS_TO
n25568,n14305,25.2376,FUNDED_BY
n3765,n8063,33.7008,DEVELOPS
n3411,n8740,65.6839,BELONGS_TO
n2892,n16480,48.3529,FOLLOWS
n28164,n19850,22.2769,BELONGS_TO
n7887,n13989,96.9886,BELONGS_TO
n12417,n18056,29.9617,FUNDED_BY
n6935,n23249,13.5934,BELONGS_TO
n13566,n17854,84.4264,FOLLOWS
n7694,n8705,63.5248,FOLLOWS
n7364,n28640,9.8821,BELONGS_TO
n15536,n18159,29.6995,FOLLOWS
n10077,n24690,97.1534,DEVELOPS
n3375,n14723,25.4454,FUNDED_BY
n28344,n18272,26.3177,DEVELOPS
n17094,n19396,98.4033,FOLLOWS
n22425,n13514,71.2814,FUNDED_BY
n2931,n2336,62.9098,BELONGS_TO
n12012,n22887,19.8446,DEVELOPS
n14233,n2025,12.2945,FUNDED_BY
n15114,n2787,45.1013,FOLLOWS
n21632,n8394,63.5079,FOLLOWS
n6517,n18377,61.0354,FOLLOWS
n4301,n357,67.1511,DEVELOPS
n21789,n28911,88.0186,FUNDED_BY
n23721,n16537,3.1535,DEVELOPS
n3081,n20279,50.7418,DEVELOPS
n18079,n24343,12.9735,DEVELOPS
n21717,n22173,25.639,BELONGS_TO
n1434,n24940,21.1913,FOLLOWS
n6719,n3740,67.7854,FUNDED_BY
n1538,n22604,5.4583,FOLLOWS
n21530,n15026,79.315,FOLLOWS
n5582,n21051,40.6757,DEVELOPS
n21879,n23943,93.2015,FUNDED_BY
n16885,n12262,59.5479,FOLLOWS
n24610,n24640,92.0405,FOLLOWS
n16597,n2618,27.7725,FOLLOWS
n11650,n13481,41.5044,BELONGS_TO
n25727,n11638,23.7318,FOLLOWS
n473,n23520,79.7653,BELONGS_TO
n28367,n294,27.0906,FOLLOWS
n4861,n19105,5.8101,FOLLOWS
n2834,n9303,97.6548,FUNDED_BY
n15685,n9421,29.3837,DEVELOPS
n5582,n18590,32.9943,DEVELOPS
n18339,n21574,50.622,FOLLOWS
n14489,n9776,24.6514,FOLLOWS
n24221,n29063,31.3096,FUNDED_BY
n11691,n27172,81.2486,DEVELOPS
n8699,n20877,98.9149,DEVELOPS
n27346,n23862,29.6817,DEVELOPS
n3440,n20480,33.3744,DEVELOPS
n13243,n8735,3.4048,DEVELOPS
n1048,n17840,25.5369,BELONGS_TO
n17434,n21129,61.3792,BELONGS_TO
n12395,n1656,41.5817,FUNDED_BY
n14188,n28331,19.1666,FOLLOWS
n8098,n13821,8.8899,DEVELOPS
n821,n28015,46.6223,FUNDED_BY
n13967,n10647,39.1367,DEVELOPS
n28880,n10903,73.3385,FUNDED_BY
n5621,n20193,40.9326,BELONGS_TO
n1138,n12622,97.7089,FOLLOWS
n13851,n3394,91.3395,FUNDED_BY
n13867,n7811,28.2868,FOLLOWS
n18741,n21600,53.0499,FOLLOWS
n21222,n22769,77.6867,FOLLOWS
n1031,n24291,95.6309,FUNDED_BY
n12289,n4434,50.2237,BELONGS_TO
n25722,n16355,45.6834,FUNDED_BY
n29004,n22624,74.943,DEVELOPS
n13062,n4060,32.6048,DEVELOPS
n19386,n26373,45.2397,FUNDED_BY
n25755,n849,92.2934,BELONGS_TO
n9715,n20247,41.0913,DEVELOPS
n24688,n8042,45.3394,DEVELOPS
n666,n9761,46.2273,DEVELOPS
n5789,n24797,34.2121,BELONGS_TO
n564,n2000,96.4049,BELONGS_TO
n23068,n7347,2.4924,FUNDED_BY
n20193,n5780,66.806,BELONGS_TO
n8134,n3959,87.2061,BELONGS_TO
n18257,n15134,91.6528,BELONGS_TO
n15166,n11877,96.3136,FUNDED_BY
n19793,n27036,66.7959,FUNDED_BY
n18986,n16382,90.7919,BELONGS_TO
n16936,n24634,95.2148,FUNDED_BY
n24620,n12622,83.1742,FUNDED_BY
n10455,n21721,38.5838,BELONGS_TO
n29296,n24941,43.3224,BELONGS_TO
n14305,n9856,26.6392,BELONGS_TO
n6422,n28410,65.2274,FOLLOWS
n1598,n16842,37.073,DEVELOPS
n15813,n22453,49.7139,FUNDED_BY
n3414,n19793,92.8962,DEVELOPS
n26773,n16548,82.9988,DEVELOPS
n1803,n10750,91.2828,FUNDED_BY
n28090,n21080,98.6406,DEVELOPS
n23525,n21879,78.4381,FUNDED_BY
n17211,n3199,89.6712,DEVELOPS
n10509,n8467,18.6981,DEVELOPS
n23275,n22854,35.141,FUNDED_BY
n16613,n13237,81.1598,BELONGS_TO
n25967,n2154,45.1186,FOLLOWS
n15723,n12438,0.4365,BELONGS_TO
n13712,n18385,25.0068,FUNDED_BY
n13337,n8214,32.0059,FUNDED_BY
n22981,n24725,13.3144,FUNDED_BY
n4845,n5974,81.8519,DEVELOPS
n6331,n10017,68.1004,FOLLOWS
n24725,n28208,45.6313,FOLLOWS
n25841,n439,3.6349,DEVELOPS
n10049,n21335,42.8482,BELONGS_TO
n28228,n29935,43.9794,BELONGS_TO
n2454,n20902,50.378,FOLLOWS
n27021,n17889,42.1943,BELONGS_TO
n24191,n26043,96.7922,BELONGS_TO
n20900,n2048,93.7808,DEVELOPS
n19256,n10903,6.1539,DEVELOPS
n15040,n8721,96.0238,FUNDED_BY
n7156,n18887,40.5451,FOLLOWS
n917,n15013,89.6713,FOLLOWS
n12223,n1640,91.8301,FOLLOWS
n4005,n2069,53.9094,DEVELOPS
n13329,n16363,29.7044,BELONGS_TO
n11112,n603,28.7373,BELONGS_TO
n2601,n16187,29.7567,BELONGS_TO
n28410,n22189,69.92,DEVELOPS
n27686,n26303,44.6763,DEVELOPS
n28513,n28090,61.7215,FOLLOWS
n23211,n17009,48.4416,FUNDED_BY
n6026,n4617,2.1715,FUNDED_BY
n16443,n22434,21.5959,FUNDED_BY
n26937,n24969,1.9107,DEVELOPS
n5157,n22389,96.5693,BELONGS_TO
n14545,n24731,45.7317,FOLLOWS
n6988,n19361,34.8701,FOLLOWS
n24045,n9691,51.1668,FOLLOWS
n10561,n6936,7.1455,DEVELOPS
n5766,n29679,61.2653,FUNDED_BY
n17094,n20374,23.4701,DEVELOPS
n12513,n1133,55.5457,FUNDED_BY
n11278,n3942,0.7777,BELONGS_TO
n28850,n11638,4.7408,FOLLOWS
n22504,n1656,54.0559,FUNDED_BY
n25827,n12502,69.4215,BELONGS_TO
n24175,n11983,56.9277,BELONGS_TO
n8606,n13062,28.1603,FUNDED_BY
n21177,n4695,77.6603,DEVELOPS
n12767,n11325,22.3575,FOLLOWS
n3156,n25730,59.5205,FUNDED_BY
n24599,n3411,45.4509,FOLLOWS
n2631,n250,76.1508,DEVELOPS
n25440,n524,32.7375,BELONGS_TO
n19572,n16269,80.8962,FUNDED_BY
n18682,n15282,14.3172,DEVELOPS
n23945,n3052,66.8394,DEVELOPS
n24969,n10950,15.7653,DEVELOPS
n9837,n8649,10.5923,FOLLOWS
n19572,n21721,36.8834,FUNDED_BY
n25444,n1595,67.304,FUNDED_BY
n23864,n7055,71.813,FUNDED_BY
n5621,n25761,90.911,FUNDED_BY
n21657,n21654,86.6487,FOLLOWS
n29856,n22618,49.5534,DEVELOPS
n16104,n13528,96.2107,DEVELOPS
n24249,n3394,76.8947,DEVELOPS
n9580,n13047,81.8102,FOLLOWS
n15904,n18644,79.4701,FOLLOWS
n5356,n18244,13.6399,FOLLOWS
n21104,n13752,49.3888,DEVELOPS
n20952,n17434,73.427,BELONGS_TO
n19783,n14020,92.5586,FOLLOWS
n17536,n10378,14.7076,FOLLOWS
n15383,n27805,15.2969,FOLLOWS
n4259,n12750,77.8523,DEVELOPS
n17903,n25301,54.9065,FUNDED_BY
n2787,n16826,18.2475,FOLLOWS
n8421,n12306,69.3449,FUNDED_BY
n24174,n23837,17.2092,FUNDED_BY
n21955,n29929,87.7459,FUNDED_BY
n27231,n8222,53.62,DEVELOPS
n28367,n18466,90.7167,BELONGS_TO
n16812,n15169,65.2502,FUNDED_BY
n1224,n4737,54.0567,FUNDED_BY
n29814,n2673,16.6403,FUNDED_BY
n9097,n28917,60.4741,BELONGS_TO
n16814,n12522,3.665,BELONGS_TO
n17699,n23342,19.9994,FOLLOWS
n3591,n22285,6.3907,DEVELOPS
n1098,n12665,87.9177,BELONGS_TO
n24052,n29466,98.4066,FOLLOWS
n7436,n26283,6.0626,BELONGS_TO
n16526,n9343,51.2719,FUNDED_BY
n9534,n10171,35.6568,FUNDED_BY
n23138,n19533,67.4126,FUNDED_BY
n21107,n6744,31.2321,BELONGS_TO
n17007,n1356,75.469,BELONGS_TO
n29504,n18083,53.2688,FUNDED_BY
n12565,n23891,91.0199,FUNDED_BY
n11500,n23434,7.639,FUNDED_BY
n25390,n25048,24.8227,DEVELOPS
n17225,n19890,69.8131,DEVELOPS
n2463,n17410,98.8855,FUNDED_BY
n19578,n4936,87.0731,FUNDED_BY
n29010,n14800,54.6258,BELONGS_TO
n10365,n5917,7.2011,BELONGS_TO
n19461,n5884,82.8073,BELONGS_TO
n18473,n21843,40.2517,BELONGS_TO
n24232,n18902,37.5199,BELONGS_TO
n18741,n24277,54.9541,BELONGS_TO
n15959,n24851,75.3704,DEVELOPS
n18370,n19199,51.7735,DEVELOPS
n644,n8656,57.4012,FUNDED_BY
n7519,n20478,21.8039,DEVELOPS
n8216,n7367,18.6493,FOLLOWS
n29015,n16058,88.1566,FOLLOWS
n17535,n28558,94.1117,FUNDED_BY
n26231,n22755,86.385,DEVELOPS
n2414,n8269,75.7506,DEVELOPS
n7658,n19527,33.2056,BELONGS_TO
n5672,n12375,71.8518,FOLLOWS
n19083,n3414,38.219,BELONGS_TO
n20176,n288,42.9388,DEVELOPS
n21760,n3507,45.3722,FUNDED_BY
n28697,n6815,16.2422,FUNDED_BY
n9840,n7058,40.0893,FUNDED_BY
n148,n4071,71.3612,BELONGS_TO
n4391,n23825,34.4676,BELONGS_TO
n12573,n14495,25.5638,BELONGS_TO
n10131,n17217,31.4066,FUNDED_BY
n5311,n6254,88.7416,DEVELOPS
n3414,n15685,95.4984,DEVELOPS
n3034,n11545,9.1706,FOLLOWS
n13726,n14559,10.414,FOLLOWS
n13586,n16143,36.7552,DEVELOPS
n3226,n24182,20.4987,BELONGS_TO
n9910,n19436,7.288,FUNDED_BY
n18918,n17503,14.2702,FOLLOWS
n5735,n16265,55.3372,BELONGS_TO
n21032,n20927,67.6061,FOLLOWS
n10487,n19783,79.5677,BELONGS_TO
n7122,n7070,69.0221,FOLLOWS
n24164,n29502,83.0388,FUNDED_BY
n6909,n20273,72.017,FUNDED_BY
n18370,n6300,87.7494,BELONGS_TO
n24578,n25062,84.3728,FUNDED_BY
n1623,n3566,33.9429,DEVELOPS
n24496,n27243,54.96,DEVELOPS
n6901,n29355,46.1108,FOLLOWS
n24844,n16316,40.6672,BELONGS_TO
n13668,n5760,66.9942,FUNDED_BY
n5615,n19002,97.8401,FOLLOWS
n25301,n21792,31.7033,FUNDED_BY
n11410,n21765,23.5126,FUNDED_BY
n645,n29296,27.1258,FOLLOWS
n22504,n19318,88.8827,BELONGS_TO
n13426,n16972,28.9794,BELONGS_TO
n10561,n19105,65.5961,DEVELOPS
n26303,n26722,27.6241,BELONGS_TO
n26061,n6005,18.9671,FOLLOWS
n5381,n13873,99.4646,BELONGS_TO
n9760,n19848,45.4754,BELONGS_TO
n6962,n28487,10.7057,FUNDED_BY
n27349,n4712,40.3415,FUNDED_BY
n3194,n24022,24.6624,BELONGS_TO
n5888,n28087,70.1895,DEVELOPS
n27041,n13014,46.4753,BELONGS_TO
n10678,n6744,48.4132,FOLLOWS
n1536,n21664,91.3433,FOLLOWS
n8027,n24940,6.4568,DEVELOPS
n16634,n17535,79.2023,FOLLOWS
n8746,n13231,87.2976,DEVELOPS
n16513,n2100,11.2789,BELONGS_TO
n11226,n20133,3.9973,FUNDED_BY
n5498,n26329,68.0392,FOLLOWS
n707,n22218,21.5999,BELONGS_TO
n14252,n16027,43.6534,DEVELOPS
n14478,n26453,82.6067,DEVELOPS
n1157,n8351,87.7927,FUNDED_BY
n357,n10829,33.3521,FUNDED_BY
n7396,n23588,58.4796,DEVELOPS
n9760,n29326,43.9481,BELONGS_TO
n25707,n6718,43.5608,FUNDED_BY
n18498,n385,33.8627,FOLLOWS
n8103,n31,82.0485,BELONGS_TO
n603,n4005,75.1092,FUNDED_BY
n25407,n15362,54.825,FUNDED_BY
n3560,n27078,87.2586,FUNDED_BY
n15528,n18790,78.4226,BELONGS_TO
n8953,n9837,87.872,BELONGS_TO
n11648,n3474,62.1662,FOLLOWS
n4735,n21561,74.2414,FOLLOWS
n20539,n9899,83.3475,FOLLOWS
n18132,n511,28.3719,BELONGS_TO
n13062,n23513,82.1904,FOLLOWS
n27596,n8735,40.4093,DEVELOPS
n13362,n7193,57.4431,BELONGS_TO
n2641,n10855,94.9796,BELONGS_TO
n21879,n20741,19.1933,FUNDED_BY
n9223,n24930,80.5263,FUNDED_BY
n22770,n27145,73.1103,FOLLOWS
n10473,n24844,97.0188,DEVELOPS
n8953,n9230,17.7395,DEVELOPS
n15484,n23469,51.2056,DEVELOPS
n5596,n16081,82.907,BELONGS_TO
n22277,n7360,7.3741,BELONGS_TO
n24381,n19830,54.2,FUNDED_BY
n568,n20571,97.5078,FOLLOWS
n5325,n28607,56.723,DEVELOPS
n14305,n20273,38.4672,BELONGS_TO
n28926,n12522,72.7011,DEVELOPS
n24592,n11075,70.0853,FUNDED_BY
n21092,n4973,74.9836,BELONGS_TO
n11489,n13243,66.9624,DEVELOPS
n21923,n16693,10.0365,FOLLOWS
n9052,n3311,19.6417,BELONGS_TO
n1784,n18024,61.7035,BELONGS_TO
n5606,n5381,95.2568,DEVELOPS
n22066,n9778,25.592,FUNDED_BY
n21305,n20868,93.4544,FOLLOWS
n2137,n19572,98.6288,BELONGS_TO
n21982,n8883,53.9027,DEVELOPS
n22019,n2652,60.3087,BELONGS_TO
n4445,n7238,57.848,DEVELOPS
n22711,n2725,9.1094,DEVELOPS
n17751,n15747,50.5044,BELONGS_TO
n27675,n21730,5.6132,FUNDED_BY
n822,n2580,38.8694,FUNDED_BY
n3281,n5650,67.3577,DEVELOPS
n7340,n22633,65.5235,FOLLOWS
n23578,n15114,15.0376,FUNDED_BY
n11638,n23637,24.5734,DEVELOPS
n2792,n4580,43.3754,FUNDED_BY
n1876,n23136,72.2738,BELONGS_TO
n3566,n5214,31.3469,FUNDED_BY
n20756,n25707,35.1917,FUNDED_BY
n7865,n23717,8.1296,DEVELOPS
n24810,n2602,81.3253,FOLLOWS
n11403,n15959,70.822,BELONGS_TO
n8339,n12098,63.6018,DEVELOPS
n5141,n20934,0.3965,DEVELOPS
n7396,n8162,97.5027,DEVELOPS
n16389,n8262,4.6598,FOLLOWS
n12664,n10512,60.3983,BELONGS_TO
n22775,n3184,45.5068,FUNDED_BY
n23721,n22112,46.7515,DEVELOPS
n1729,n25120,95.092,FUNDED_BY
n11520,n15921,78.7508,FUNDED_BY
n19426,n12256,6.0204,FUNDED_BY
n7153,n10378,97.0831,FUNDED_BY
n2722,n26267,46.9163,FUNDED_BY
n25573,n17516,41.5542,FOLLOWS
n20747,n28084,85.2192,FOLLOWS
n20415,n25463,53.4991,FOLLOWS
n7187,n10132,82.9203,BELONGS_TO
n29752,n19306,81.2233,DEVELOPS
n10984,n17080,21.3375,DEVELOPS
n29231,n28550,46.0685,FOLLOWS
n1074,n22925,36.9709,FOLLOWS
n18926,n29577,45.1089,BELONGS_TO
n11718,n3313,79.4312,FOLLOWS
n24232,n3479,33.6181,FUNDED_BY
n20137,n427,67.1968,BELONGS_TO
n5749,n14755,34.0264,FOLLOWS
n16655,n24940,38.7231,BELONGS_TO
n23530,n1369,96.8924,FOLLOWS
n9760,n24737,45.9049,FOLLOWS
n1653,n4542,21.4742,DEVELOPS
n14816,n16896,39.7267,FOLLOWS
n7033,n15169,6.9398,BELONGS_TO
n10833,n8991,57.1409,DEVELOPS
n6999,n26828,71.1782,FUNDED_BY
n3131,n25768,25.4235,FUNDED_BY
n12379,n22954,97.3432,BELONGS_TO
n9079,n24553,17.2189,BELONGS_TO
n3431,n17225,3.2774,DEVELOPS
n7611,n12985,53.6423,BELONGS_TO
n3199,n2892,83.4096,DEVELOPS
n4014,n26043,9.7985,FOLLOWS
n12741,n1264,67.1258,DEVELOPS
n2269,n7470,27.5419,BELONGS_TO
n7360,n7101,30.3903,BELONGS_TO
n25682,n4690,10.7669,DEVELOPS
n22808,n19884,69.8856,DEVELOPS
n9195,n9091,17.5056,BELONGS_TO
n27818,n25848,89.9818,FOLLOWS
n23476,n14668,81.6672,FUNDED_BY
n6718,n18926,62.9453,BELONGS_TO
n8091,n8774,64.0069,DEVELOPS
n22761,n12383,86.603,DEVELOPS
n29436,n22111,50.6216,FOLLOWS
n27082,n20557,16.1679,FUNDED_BY
n18556,n16980,43.8788,FUNDED_BY
n23952,n1868,78.9202,FUNDED_BY
n26574,n2123,27.3793,FUNDED_BY
n6145,n16352,13.479,FUNDED_BY
n15623,n5381,53.3894,BELONGS_TO
n8562,n6087,80.1982,FOLLOWS
n11003,n20869,63.2663,FOLLOWS
n207,n12664,51.4355,FOLLOWS
n15393,n2746,11.8857,DEVELOPS
n15429,n25151,1.5603,DEVELOPS
n27303,n23447,37.0094,DEVELOPS
n27310,n27773,41.2187,DEVELOPS
n1341,n17699,62.6745,DEVELOPS
n4310,n27277,12.313,BELONGS_TO
n13780,n23081,6.4185,BELONGS_TO
n22277,n15096,28.0218,FOLLOWS
n13001,n3772,40.7024,DEVELOPS
n10132,n12736,42.1137,FUNDED_BY
n6810,n18326,94.8813,DEVELOPS
n9387,n22079,67.5098,FOLLOWS
n11331,n16258,45.6736,FUNDED_BY
n12880,n27349,24.642,FOLLOWS
n4310,n18695,67.8845,BELONGS_TO
n16896,n23546,73.6569,FUNDED_BY
n16548,n28015,85.775,FOLLOWS
n13279,n13989,19.7016,BELONGS_TO
n21437,n8251,41.5209,BELONGS_TO
n22625,n9131,86.6258,DEVELOPS
n23530,n575,82.4643,FUNDED_BY
n12746,n26773,6.2025,BELONGS_TO
n25774,n19487,39.453,BELONGS_TO
n1085,n9025,91.1312,FUNDED_BY
n6346,n6932,70.8704,FUNDED_BY
n16049,n8027,35.7187,BELONGS_TO
n4634,n26325,57.7488,FOLLOWS
n27160,n8233,87.161,FOLLOWS
n20906,n18695,97.209,FOLLOWS
n885,n15389,74.3854,FOLLOWS
n24938,n27098,11.6707,DEVELOPS
n22633,n25730,17.8272,BELONGS_TO
n16812,n25863,26.3459,DEVELOPS
n8969,n29740,40.9511,BELONGS_TO
n11503,n2989,14.9265,DEVELOPS
n10295,n17009,61.1642,DEVELOPS
n19822,n11638,37.0732,DEVELOPS
n249,n4487,92.2031,FOLLOWS
n8456,n18556,1.2262,FUNDED_BY
n11973,n2291,84.1469,FOLLOWS
n24175,n3140,77.3762,FOLLOWS
n311,n28995,20.1894,FOLLOWS
n2636,n8995,42.0579,DEVELOPS
n29679,n8027,78.6982,BELONGS_TO
n12593,n12379,53.8268,BELONGS_TO
n24588,n27078,63.7648,DEVELOPS
n4049,n25387,71.666,FOLLOWS
n4921,n9336,67.0117,FOLLOWS
n20847,n3373,65.7683,DEVELOPS
n12247,n15096,84.4334,BELONGS_TO
n26773,n15908,13.3774,FUNDED_BY
n16977,n25772,78.5606,DEVELOPS
n10405,n25953,72.6639,BELONGS_TO
n23690,n3807,32.111,FOLLOWS
n1492,n358,76.4523,BELONGS_TO
n5445,n19540,35.538,DEVELOPS
n23910,n8980,20.0834,DEVELOPS
